name,stat,syst
treatment,ADD,ADD
type,UNCORR,CORR
1,0.028,0.023
2,0.056,0.072
3,0.053,0.238
4,0.054,0.022
5,0.069,0.03
6,0.071,0.085
7,0.07,0.16
8,0.089,0.214
9,0.071,0.018
10,0.068,0.022
11,0.062,0.045
12,0.072,0.079
13,0.081,0.104
14,0.085,0.114
15,0.079,0.013
16,0.058,0.018
17,0.045,0.023
18,0.05,0.032
19,0.05,0.041
20,0.046,0.048
21,0.046,0.045
22,0.044,0.034
23,0.108,0.014
24,0.063,0.016
25,0.043,0.015
26,0.043,0.009
27,0.041,0.008
28,0.039,0.015
29,0.03,0.016
30,0.029,0.013
31,0.174,0.021
32,0.086,0.015
33,0.044,0.016
34,0.038,0.015
35,0.035,0.013
36,0.027,0.012
37,0.024,0.011
38,0.019,0.008
39,0.127,0.014
40,0.058,0.019
41,0.042,0.023
42,0.031,0.021
43,0.025,0.017
44,0.02,0.013
45,0.014,0.008
46,0.083,0.023
47,0.054,0.028
48,0.041,0.025
49,0.028,0.02
50,0.018,0.015
51,0.013,0.008
52,0.218,0.026
53,0.081,0.032
54,0.054,0.028
55,0.036,0.021
56,0.024,0.015
57,0.014,0.008
