name,stat,syst
treatment,ADD,ADD
type,UNCORR,CORR
1,0.0353,0.0365
2,0.0263,0.0268
3,0.022,0.0203
4,0.0251,0.0242
5,0.0291,0.0274
6,0.058,0.0234
7,0.0352,0.0356
8,0.0184,0.0347
9,0.024,0.032
10,0.0229,0.0335
11,0.027,0.0315
12,0.0778,0.0414
13,0.0323,0.0543
14,0.0229,0.0422
15,0.0178,0.0436
16,0.02,0.0419
17,0.022,0.0433
18,0.046,0.0441
19,0.0295,0.0531
20,0.0211,0.0386
21,0.0154,0.044
22,0.0166,0.0396
23,0.0189,0.0423
24,0.0367,0.0515
25,0.0487,0.0594
26,0.0356,0.0416
27,0.0145,0.0349
28,0.0175,0.0297
29,0.0158,0.0341
30,0.0182,0.0391
31,0.0584,0.0331
32,0.0458,0.0399
33,0.0215,0.0316
34,0.0133,0.0263
35,0.0142,0.0281
36,0.0154,0.0271
37,0.0241,0.0275
38,0.0473,0.0461
39,0.0325,0.0228
40,0.0126,0.0179
41,0.0154,0.0173
42,0.0127,0.019
43,0.0144,0.0209
44,0.0282,0.0219
45,0.0097,0.0215
46,0.0114,0.0211
47,0.0083,0.0171
48,0.008,0.0149
49,0.0118,0.0174
50,0.0141,0.0315
51,0.0074,0.0276
52,0.0085,0.0284
53,0.0076,0.0239
54,0.0063,0.0145
55,0.0193,0.0124
56,0.0174,0.033
57,0.0072,0.0249
58,0.0066,0.0255
59,0.0049,0.0194
60,0.0057,0.0176
61,0.0058,0.0125
62,0.0129,0.0289
63,0.0054,0.0224
64,0.0054,0.0168
65,0.0033,0.0133
66,0.0031,0.0105
67,0.0033,0.008
