name,stat,syst
treatment,ADD,ADD
type,UNCORR,CORR
1,0.0122,0.0607
2,0.014,0.0598
3,0.0148,0.0696
4,0.0178,0.0813
5,0.0238,0.0921
6,0.0516,0.1218
7,0.0123,0.0592
8,0.0113,0.072
9,0.0154,0.0819
10,0.0173,0.0951
11,0.0221,0.1076
12,0.0658,0.1276
13,0.0112,0.0596
14,0.0122,0.0646
15,0.0118,0.0743
16,0.0137,0.0828
17,0.0173,0.0953
18,0.0386,0.1264
19,0.0102,0.0462
20,0.0109,0.0489
21,0.0102,0.058
22,0.0115,0.0637
23,0.0146,0.0715
24,0.0302,0.0923
25,0.0147,0.0552
26,0.0124,0.0331
27,0.0087,0.0389
28,0.0111,0.0401
29,0.0116,0.0492
30,0.0143,0.0589
31,0.0473,0.0822
32,0.0126,0.0319
33,0.0094,0.0264
34,0.0086,0.0291
35,0.01,0.0341
36,0.0118,0.0358
37,0.0193,0.0538
38,0.0143,0.0326
39,0.0113,0.0254
40,0.0076,0.0217
41,0.0097,0.0205
42,0.0096,0.0231
43,0.0114,0.0307
44,0.0077,0.0403
45,0.0049,0.0252
46,0.006,0.0245
47,0.0057,0.0188
48,0.0063,0.0183
49,0.0095,0.022
50,0.0049,0.0408
51,0.004,0.0291
52,0.0049,0.0271
53,0.005,0.0217
54,0.0051,0.0156
55,0.0152,0.0159
56,0.0047,0.0415
57,0.0031,0.0289
58,0.0034,0.0249
59,0.0032,0.0184
60,0.0039,0.0157
61,0.0046,0.0117
62,0.0038,0.0311
63,0.0022,0.0217
64,0.0021,0.017
65,0.0019,0.0123
66,0.002,0.0111
67,0.0023,0.0075
